# time (microsecs), P (dry), P (sat.)
16.12,-0.44,-0.90
16.12,-0.44,-0.90
16.12,-0.44,-0.91
16.13,-0.44,-0.91
16.13,-0.45,-0.91
16.14,-0.45,-0.91
16.14,-0.45,-0.91
16.14,-0.45,-0.91
16.15,-0.46,-0.92
16.15,-0.46,-0.92
16.16,-0.46,-0.92
16.16,-0.46,-0.92
16.16,-0.47,-0.92
16.17,-0.47,-0.93
16.17,-0.47,-0.93
16.18,-0.48,-0.93
16.18,-0.48,-0.93
16.18,-0.48,-0.93
16.19,-0.49,-0.93
16.19,-0.49,-0.93
16.20,-0.49,-0.94
16.20,-0.49,-0.94
16.20,-0.49,-0.94
16.21,-0.50,-0.94
16.21,-0.50,-0.94
16.22,-0.50,-0.94
16.22,-0.51,-0.95
16.22,-0.51,-0.95
16.23,-0.51,-0.95
16.23,-0.52,-0.95
16.24,-0.52,-0.95
16.24,-0.52,-0.95
16.24,-0.53,-0.95
16.25,-0.53,-0.95
16.25,-0.53,-0.96
16.26,-0.53,-0.96
16.26,-0.54,-0.96
16.26,-0.54,-0.96
16.27,-0.54,-0.96
16.27,-0.55,-0.96
16.28,-0.55,-0.96
16.28,-0.55,-0.96
16.28,-0.55,-0.97
16.29,-0.56,-0.97
16.29,-0.56,-0.97
16.30,-0.56,-0.97
16.30,-0.57,-0.97
16.30,-0.57,-0.97
16.31,-0.58,-0.97
16.31,-0.58,-0.97
16.32,-0.58,-0.98
16.32,-0.58,-0.98
16.32,-0.59,-0.98
16.33,-0.59,-0.98
16.33,-0.59,-0.98
16.34,-0.59,-0.98
16.34,-0.60,-0.98
16.34,-0.59,-0.98
16.35,-0.60,-0.98
16.35,-0.61,-0.98
16.36,-0.61,-0.98
16.36,-0.61,-0.98
16.36,-0.62,-0.99
16.37,-0.62,-0.99
16.37,-0.62,-0.99
16.38,-0.62,-0.99
16.38,-0.62,-0.99
16.38,-0.63,-0.99
16.39,-0.63,-0.99
16.39,-0.63,-0.99
16.40,-0.63,-0.99
16.40,-0.64,-0.99
16.40,-0.64,-0.99
16.41,-0.65,-0.99
16.41,-0.65,-0.99
16.42,-0.65,-0.99
16.42,-0.65,-0.99
16.42,-0.66,-0.99
16.43,-0.66,-1.00
16.43,-0.66,-1.00
16.44,-0.67,-1.00
16.44,-0.67,-1.00
16.44,-0.67,-1.00
16.45,-0.67,-1.00
16.45,-0.67,-1.00
16.46,-0.68,-1.00
16.46,-0.68,-1.00
16.46,-0.69,-1.00
16.47,-0.69,-1.00
16.47,-0.69,-1.00
16.48,-0.69,-1.00
16.48,-0.69,-1.00
16.48,-0.70,-1.00
16.49,-0.70,-1.00
16.49,-0.70,-1.00
16.50,-0.70,-1.00
16.50,-0.70,-1.00
16.50,-0.71,-1.00
16.51,-0.71,-1.00
16.51,-0.71,-1.00
16.52,-0.72,-1.00
16.52,-0.71,-1.00
16.52,-0.72,-1.00
16.53,-0.72,-1.00
16.53,-0.73,-1.00
16.54,-0.73,-1.00
16.54,-0.73,-1.00
16.54,-0.73,-1.00
16.55,-0.74,-1.00
16.55,-0.74,-1.00
16.56,-0.74,-1.00
16.56,-0.74,-1.00
16.56,-0.75,-1.00
16.57,-0.75,-1.00
16.57,-0.75,-1.00
16.58,-0.75,-1.00
16.58,-0.76,-0.99
16.58,-0.75,-0.99
16.59,-0.76,-0.99
16.59,-0.77,-0.99
16.60,-0.77,-0.99
16.60,-0.77,-0.99
16.60,-0.77,-0.99
16.61,-0.77,-0.99
16.61,-0.77,-0.99
16.62,-0.77,-0.99
16.62,-0.78,-0.99
16.62,-0.78,-0.99
16.63,-0.78,-0.99
16.63,-0.78,-0.99
16.64,-0.78,-0.99
16.64,-0.79,-0.98
16.64,-0.79,-0.98
16.65,-0.79,-0.98
16.65,-0.79,-0.98
16.66,-0.79,-0.98
16.66,-0.80,-0.98
16.66,-0.80,-0.98
16.67,-0.80,-0.98
16.67,-0.80,-0.98
16.68,-0.81,-0.98
16.68,-0.80,-0.97
16.68,-0.81,-0.97
16.69,-0.81,-0.97
16.69,-0.81,-0.97
16.70,-0.81,-0.97
16.70,-0.81,-0.97
16.70,-0.81,-0.97
16.71,-0.81,-0.97
16.71,-0.81,-0.96
16.72,-0.82,-0.96
16.72,-0.82,-0.96
16.72,-0.82,-0.96
16.73,-0.82,-0.96
16.73,-0.82,-0.96
16.74,-0.82,-0.95
16.74,-0.83,-0.95
16.74,-0.82,-0.95
16.75,-0.82,-0.95
16.75,-0.82,-0.95
16.76,-0.83,-0.95
16.76,-0.82,-0.94
16.76,-0.83,-0.94
16.77,-0.83,-0.94
16.77,-0.83,-0.94
16.78,-0.83,-0.94
16.78,-0.83,-0.94
16.78,-0.83,-0.93
16.79,-0.84,-0.93
16.79,-0.83,-0.93
16.80,-0.84,-0.93
16.80,-0.83,-0.93
16.80,-0.84,-0.93
16.81,-0.84,-0.92
16.81,-0.84,-0.92
16.82,-0.84,-0.92
16.82,-0.84,-0.92
16.82,-0.84,-0.92
16.83,-0.84,-0.91
16.83,-0.84,-0.91
16.84,-0.84,-0.91
16.84,-0.84,-0.91
16.84,-0.84,-0.90
16.85,-0.84,-0.90
16.85,-0.84,-0.90
16.86,-0.84,-0.90
16.86,-0.84,-0.89
16.86,-0.84,-0.89
16.87,-0.84,-0.89
16.87,-0.84,-0.89
16.88,-0.85,-0.89
16.88,-0.85,-0.88
16.88,-0.85,-0.88
16.89,-0.84,-0.88
16.89,-0.84,-0.88
16.90,-0.85,-0.87
16.90,-0.85,-0.87
16.90,-0.85,-0.87
16.91,-0.84,-0.87
16.91,-0.84,-0.86
16.92,-0.85,-0.86
16.92,-0.84,-0.86
16.92,-0.84,-0.85
16.93,-0.84,-0.85
16.93,-0.84,-0.85
16.94,-0.84,-0.85
16.94,-0.84,-0.84
16.94,-0.84,-0.84
16.95,-0.84,-0.84
16.95,-0.84,-0.84
16.96,-0.84,-0.84
16.96,-0.84,-0.83
16.96,-0.84,-0.83
16.97,-0.83,-0.83
16.97,-0.84,-0.82
16.98,-0.84,-0.82
16.98,-0.83,-0.82
16.98,-0.83,-0.81
16.99,-0.83,-0.81
16.99,-0.83,-0.81
17.00,-0.83,-0.81
17.00,-0.83,-0.80
17.00,-0.83,-0.80
17.01,-0.82,-0.80
17.01,-0.82,-0.79
17.02,-0.82,-0.79
17.02,-0.82,-0.79
17.02,-0.82,-0.78
17.03,-0.82,-0.78
17.03,-0.82,-0.78
17.04,-0.82,-0.77
17.04,-0.82,-0.77
17.04,-0.82,-0.76
17.05,-0.81,-0.76
17.05,-0.81,-0.76
17.06,-0.81,-0.76
17.06,-0.81,-0.75
17.06,-0.81,-0.75
17.07,-0.80,-0.75
17.07,-0.80,-0.74
17.08,-0.80,-0.74
17.08,-0.80,-0.73
17.08,-0.80,-0.73
17.09,-0.80,-0.73
17.09,-0.79,-0.72
17.10,-0.79,-0.72
17.10,-0.79,-0.71
17.10,-0.79,-0.71
17.11,-0.78,-0.71
17.11,-0.78,-0.70
17.12,-0.78,-0.70
17.12,-0.77,-0.70
17.12,-0.77,-0.69
17.13,-0.77,-0.69
17.13,-0.77,-0.68
17.14,-0.77,-0.68
17.14,-0.77,-0.68
17.14,-0.76,-0.67
17.15,-0.76,-0.67
17.15,-0.75,-0.66
17.16,-0.75,-0.66
17.16,-0.75,-0.65
17.16,-0.74,-0.65
17.17,-0.74,-0.65
17.17,-0.74,-0.64
17.18,-0.74,-0.64
17.18,-0.73,-0.63
17.18,-0.73,-0.63
17.19,-0.73,-0.63
17.19,-0.72,-0.62
17.20,-0.72,-0.62
17.20,-0.72,-0.61
17.20,-0.72,-0.61
17.21,-0.71,-0.61
17.21,-0.70,-0.60
17.22,-0.70,-0.60
17.22,-0.70,-0.59
17.22,-0.69,-0.59
17.23,-0.69,-0.58
17.23,-0.69,-0.58
17.24,-0.68,-0.57
17.24,-0.68,-0.57
17.24,-0.67,-0.56
17.25,-0.67,-0.56
17.25,-0.67,-0.56
17.26,-0.66,-0.55
17.26,-0.66,-0.55
17.26,-0.66,-0.54
17.27,-0.65,-0.54
17.27,-0.64,-0.53
17.28,-0.64,-0.53
17.28,-0.64,-0.52
17.28,-0.63,-0.52
17.29,-0.63,-0.51
17.29,-0.63,-0.51
17.30,-0.62,-0.50
17.30,-0.62,-0.50
17.30,-0.61,-0.49
17.31,-0.61,-0.49
17.31,-0.60,-0.48
17.32,-0.60,-0.48
17.32,-0.59,-0.47
17.32,-0.59,-0.47
17.33,-0.58,-0.46
17.33,-0.58,-0.46
17.34,-0.57,-0.46
17.34,-0.57,-0.45
17.34,-0.56,-0.45
17.35,-0.56,-0.44
17.35,-0.55,-0.44
17.36,-0.54,-0.43
17.36,-0.54,-0.43
17.36,-0.54,-0.42
17.37,-0.53,-0.42
17.37,-0.53,-0.41
17.38,-0.52,-0.41
17.38,-0.51,-0.40
17.38,-0.51,-0.40
17.39,-0.51,-0.39
17.39,-0.50,-0.39
17.40,-0.49,-0.38
17.40,-0.49,-0.38
17.40,-0.48,-0.37
17.41,-0.48,-0.36
17.41,-0.47,-0.36
17.42,-0.46,-0.35
17.42,-0.46,-0.35
17.42,-0.45,-0.34
17.43,-0.45,-0.34
17.43,-0.44,-0.33
17.44,-0.44,-0.33
17.44,-0.43,-0.32
17.44,-0.43,-0.32
17.45,-0.42,-0.31
17.45,-0.41,-0.31
17.46,-0.41,-0.30
17.46,-0.40,-0.30
17.46,-0.40,-0.29
17.47,-0.39,-0.29
17.47,-0.39,-0.28
17.48,-0.38,-0.28
17.48,-0.37,-0.27
17.48,-0.36,-0.27
17.49,-0.36,-0.26
17.49,-0.36,-0.25
17.50,-0.35,-0.25
17.50,-0.34,-0.24
17.50,-0.33,-0.24
17.51,-0.32,-0.23
17.51,-0.32,-0.23
17.52,-0.31,-0.22
17.52,-0.31,-0.22
17.52,-0.30,-0.21
17.53,-0.29,-0.21
17.53,-0.29,-0.20
17.54,-0.28,-0.20
17.54,-0.27,-0.19
17.54,-0.26,-0.19
17.55,-0.26,-0.18
17.55,-0.25,-0.18
17.56,-0.25,-0.17
17.56,-0.24,-0.16
17.56,-0.23,-0.16
17.57,-0.23,-0.15
17.57,-0.22,-0.15
17.58,-0.22,-0.14
17.58,-0.20,-0.13
17.58,-0.20,-0.13
17.59,-0.19,-0.12
17.59,-0.19,-0.12
17.60,-0.18,-0.11
17.60,-0.17,-0.11
17.60,-0.17,-0.10
17.61,-0.16,-0.10
17.61,-0.15,-0.09
17.62,-0.14,-0.09
17.62,-0.14,-0.08
17.62,-0.13,-0.08
17.63,-0.12,-0.07
17.63,-0.11,-0.06
17.64,-0.11,-0.06
17.64,-0.10,-0.05
17.64,-0.09,-0.05
17.65,-0.09,-0.04
17.65,-0.08,-0.04
17.66,-0.08,-0.03
17.66,-0.07,-0.03
17.66,-0.07,-0.02
17.67,-0.06,-0.02
17.67,-0.05,-0.01
17.68,-0.04,-0.01
17.68,-0.04,-0.00
17.68,-0.03,0.00
17.69,-0.03,0.01
17.69,-0.02,0.01
17.70,-0.01,0.02
17.70,-0.01,0.02
17.70,0.00,0.03
17.71,0.01,0.03
17.71,0.01,0.04
17.72,0.02,0.05
17.72,0.03,0.05
17.72,0.04,0.06
17.73,0.04,0.06
17.73,0.05,0.07
17.74,0.06,0.07
17.74,0.07,0.08
17.74,0.07,0.08
17.75,0.08,0.09
17.75,0.09,0.09
17.76,0.10,0.10
17.76,0.10,0.11
17.76,0.11,0.11
17.77,0.12,0.12
17.77,0.12,0.12
17.78,0.14,0.13
17.78,0.14,0.13
17.78,0.15,0.14
17.79,0.15,0.14
17.79,0.16,0.15
17.80,0.17,0.15
17.80,0.18,0.16
17.80,0.18,0.17
17.81,0.19,0.17
17.81,0.20,0.17
17.82,0.21,0.18
17.82,0.21,0.19
17.82,0.22,0.19
17.83,0.23,0.20
17.83,0.23,0.20
17.84,0.24,0.21
17.84,0.25,0.21
17.84,0.26,0.22
17.85,0.27,0.22
17.85,0.27,0.23
17.86,0.28,0.24
17.86,0.28,0.24
17.86,0.29,0.25
17.87,0.30,0.25
17.87,0.31,0.25
17.88,0.32,0.26
17.88,0.33,0.27
17.88,0.33,0.27
17.89,0.34,0.28
17.89,0.34,0.28
17.90,0.35,0.29
17.90,0.36,0.29
17.90,0.37,0.30
17.91,0.37,0.30
17.91,0.38,0.31
17.92,0.39,0.31
17.92,0.39,0.32
17.92,0.40,0.33
17.93,0.41,0.33
17.93,0.41,0.34
17.94,0.42,0.34
17.94,0.42,0.35
17.94,0.43,0.35
17.95,0.44,0.36
17.95,0.45,0.36
17.96,0.45,0.37
17.96,0.46,0.37
17.96,0.47,0.38
17.97,0.47,0.38
17.97,0.48,0.39
17.98,0.49,0.39
17.98,0.50,0.40
17.98,0.50,0.40
17.99,0.51,0.40
17.99,0.52,0.41
18.00,0.52,0.42
18.00,0.53,0.42
18.00,0.54,0.43
18.01,0.54,0.43
18.01,0.55,0.43
18.02,0.56,0.44
18.02,0.56,0.44
18.02,0.57,0.45
18.03,0.57,0.45
18.03,0.58,0.46
18.04,0.58,0.47
18.04,0.59,0.47
18.04,0.60,0.47
18.05,0.60,0.48
18.05,0.61,0.48
18.06,0.62,0.49
18.06,0.62,0.49
18.06,0.63,0.50
18.07,0.63,0.50
18.07,0.64,0.51
18.08,0.64,0.51
18.08,0.65,0.51
18.08,0.66,0.52
18.09,0.67,0.53
18.09,0.67,0.53
18.10,0.68,0.54
18.10,0.68,0.54
18.10,0.69,0.54
18.11,0.69,0.55
18.11,0.70,0.55
18.12,0.70,0.56
18.12,0.71,0.56
18.12,0.71,0.57
18.13,0.72,0.57
18.13,0.73,0.57
18.14,0.73,0.58
18.14,0.73,0.58
18.14,0.74,0.59
18.15,0.74,0.59
18.15,0.75,0.60
18.16,0.75,0.60
18.16,0.76,0.61
18.16,0.76,0.61
18.17,0.77,0.61
18.17,0.77,0.62
18.18,0.78,0.62
18.18,0.78,0.62
18.18,0.79,0.63
18.19,0.79,0.63
18.19,0.79,0.64
18.20,0.80,0.64
18.20,0.80,0.65
18.20,0.81,0.65
18.21,0.81,0.66
18.21,0.81,0.66
18.22,0.82,0.66
18.22,0.82,0.67
18.22,0.83,0.67
18.23,0.83,0.68
18.23,0.83,0.68
18.24,0.84,0.68
18.24,0.84,0.69
18.24,0.84,0.69
18.25,0.85,0.69
18.25,0.85,0.70
18.26,0.86,0.70
18.26,0.86,0.71
18.26,0.86,0.71
18.27,0.87,0.71
18.27,0.87,0.72
18.28,0.88,0.72
18.28,0.88,0.72
18.28,0.88,0.73
18.29,0.89,0.73
18.29,0.89,0.73
18.30,0.89,0.74
18.30,0.90,0.74
18.30,0.90,0.75
18.31,0.90,0.75
18.31,0.91,0.75
18.32,0.91,0.76
18.32,0.92,0.76
18.32,0.91,0.76
18.33,0.92,0.77
18.33,0.92,0.77
18.34,0.93,0.77
18.34,0.92,0.78
18.34,0.93,0.78
18.35,0.93,0.78
18.35,0.93,0.78
18.36,0.93,0.79
18.36,0.94,0.79
18.36,0.94,0.79
18.37,0.94,0.80
18.37,0.95,0.80
18.38,0.95,0.80
18.38,0.95,0.81
18.38,0.96,0.81
18.39,0.96,0.81
18.39,0.96,0.81
18.40,0.96,0.82
18.40,0.96,0.82
18.40,0.96,0.82
18.41,0.96,0.82
18.41,0.96,0.83
18.42,0.97,0.83
18.42,0.97,0.83
18.42,0.97,0.84
18.43,0.98,0.84
18.43,0.98,0.84
18.44,0.98,0.85
18.44,0.98,0.85
18.44,0.98,0.85
18.45,0.98,0.85
18.45,0.98,0.86
18.46,0.98,0.86
18.46,0.98,0.86
18.46,0.99,0.86
18.47,0.98,0.86
18.47,0.99,0.87
18.48,0.99,0.87
18.48,0.99,0.87
18.48,0.99,0.88
18.49,0.99,0.88
18.49,0.99,0.88
18.50,0.99,0.88
18.50,0.99,0.88
18.50,1.00,0.89
18.51,1.00,0.89
18.51,0.99,0.89
18.52,0.99,0.89
18.52,1.00,0.89
18.52,0.99,0.90
18.53,1.00,0.90
18.53,0.99,0.90
18.54,1.00,0.90
18.54,0.99,0.91
18.54,1.00,0.91
18.55,0.99,0.91
18.55,1.00,0.91
18.56,1.00,0.91
18.56,1.00,0.92
18.56,1.00,0.92
18.57,1.00,0.92
18.57,1.00,0.92
18.58,0.99,0.92
18.58,0.99,0.93
18.58,1.00,0.93
18.59,1.00,0.93
18.59,1.00,0.93
18.60,0.99,0.93
18.60,0.99,0.94
18.60,0.99,0.94
18.61,0.99,0.94
18.61,0.99,0.94
18.62,0.99,0.94
18.62,0.99,0.94
18.62,0.99,0.94
18.63,0.99,0.95
18.63,0.99,0.95
18.64,0.99,0.95
18.64,0.99,0.95
18.64,0.99,0.95
18.65,0.99,0.95
18.65,0.98,0.95
18.66,0.98,0.95
18.66,0.98,0.96
18.66,0.98,0.96
18.67,0.98,0.96
18.67,0.97,0.96
18.68,0.97,0.96
18.68,0.97,0.96
18.68,0.97,0.96
18.69,0.97,0.97
18.69,0.96,0.97
18.70,0.97,0.97
18.70,0.97,0.97
18.70,0.96,0.97
18.71,0.96,0.97
18.71,0.96,0.97
18.72,0.96,0.97
18.72,0.96,0.97
18.72,0.95,0.97
18.73,0.95,0.97
18.73,0.95,0.97
18.74,0.95,0.98
18.74,0.95,0.98
18.74,0.95,0.98
18.75,0.94,0.98
18.75,0.94,0.98
18.76,0.94,0.98
18.76,0.94,0.98
18.76,0.93,0.98
18.77,0.93,0.98
18.77,0.93,0.98
18.78,0.93,0.98
18.78,0.92,0.98
18.78,0.92,0.98
18.79,0.92,0.98
18.79,0.92,0.98
18.80,0.91,0.98
18.80,0.91,0.99
18.80,0.91,0.99
18.81,0.91,0.99
18.81,0.90,0.99
18.82,0.90,0.99
18.82,0.90,0.99
18.82,0.90,0.99
18.83,0.89,0.99
18.83,0.89,0.99
18.84,0.88,0.99
18.84,0.88,0.99
18.84,0.88,0.99
18.85,0.88,0.99
18.85,0.87,0.99
18.86,0.87,0.99
18.86,0.87,0.99
18.86,0.86,0.99
18.87,0.86,0.99
18.87,0.86,0.99
18.88,0.86,0.99
18.88,0.85,0.99
18.88,0.85,0.99
18.89,0.85,0.99
18.89,0.84,0.99
18.90,0.84,0.99
18.90,0.84,0.99
18.90,0.83,0.99
18.91,0.83,0.99
18.91,0.82,0.99
18.92,0.82,0.99
18.92,0.82,0.99
18.92,0.81,0.99
18.93,0.81,0.99
18.93,0.81,0.99
18.94,0.80,0.99
18.94,0.80,0.99
18.94,0.80,0.99
18.95,0.80,0.98
18.95,0.79,0.98
18.96,0.79,0.98
18.96,0.78,0.98
18.96,0.78,0.98
18.97,0.78,0.98
18.97,0.77,0.98
18.98,0.77,0.98
18.98,0.76,0.98
18.98,0.76,0.98
18.99,0.76,0.98
18.99,0.75,0.98
19.00,0.75,0.98
19.00,0.75,0.98
19.00,0.74,0.98
19.01,0.74,0.98
19.01,0.73,0.98
19.02,0.73,0.98
19.02,0.73,0.97
19.02,0.73,0.97
19.03,0.72,0.97
19.03,0.72,0.97
19.04,0.71,0.97
19.04,0.71,0.97
19.04,0.70,0.97
19.05,0.70,0.97
19.05,0.70,0.97
19.06,0.69,0.97
19.06,0.69,0.97
19.06,0.68,0.96
19.07,0.68,0.96
19.07,0.68,0.96
19.08,0.67,0.96
19.08,0.67,0.96
19.08,0.66,0.96
19.09,0.66,0.96
19.09,0.65,0.96
19.10,0.65,0.96
19.10,0.64,0.96
19.10,0.64,0.95
19.11,0.63,0.95
19.11,0.63,0.95
19.12,0.63,0.95
19.12,0.63,0.95
19.12,0.62,0.95
19.13,0.62,0.95
19.13,0.61,0.95
19.14,0.60,0.94
19.14,0.60,0.94
19.14,0.60,0.94
19.15,0.60,0.94
19.15,0.59,0.94
19.16,0.58,0.94
19.16,0.58,0.94
19.16,0.58,0.94
19.17,0.57,0.93
19.17,0.57,0.93
19.18,0.57,0.93
19.18,0.56,0.93
19.18,0.56,0.93
19.19,0.55,0.93
19.19,0.55,0.92
19.20,0.55,0.92
19.20,0.54,0.92
19.20,0.53,0.92
19.21,0.53,0.92
19.21,0.53,0.91
19.22,0.52,0.91
19.22,0.52,0.91
19.22,0.52,0.91
19.23,0.51,0.91
19.23,0.51,0.91
19.24,0.50,0.91
19.24,0.50,0.90
19.24,0.49,0.90
19.25,0.49,0.90
19.25,0.48,0.90
19.26,0.48,0.90
19.26,0.47,0.89
19.26,0.47,0.89
19.27,0.46,0.89
19.27,0.46,0.89
19.28,0.46,0.89
19.28,0.45,0.89
19.28,0.45,0.88
19.29,0.45,0.88
19.29,0.44,0.88
19.30,0.44,0.88
19.30,0.43,0.87
19.30,0.43,0.87
19.31,0.42,0.87
19.31,0.42,0.87
19.32,0.42,0.87
19.32,0.41,0.87
19.32,0.41,0.86
19.33,0.41,0.86
19.33,0.40,0.86
19.34,0.40,0.86
19.34,0.40,0.86
19.34,0.39,0.85
19.35,0.38,0.85
19.35,0.38,0.85
19.36,0.38,0.85
19.36,0.37,0.85
19.36,0.37,0.84
19.37,0.37,0.84
19.37,0.36,0.84
19.38,0.36,0.84
19.38,0.35,0.84
19.38,0.35,0.83
19.39,0.35,0.83
19.39,0.34,0.83
19.40,0.34,0.83
19.40,0.34,0.82
19.40,0.34,0.82
19.41,0.33,0.82
19.41,0.33,0.82
19.42,0.33,0.82
19.42,0.32,0.81
19.42,0.32,0.81
19.43,0.31,0.81
19.43,0.31,0.81
19.44,0.31,0.80
19.44,0.30,0.80
19.44,0.30,0.80
19.45,0.30,0.80
19.45,0.29,0.80
19.46,0.29,0.80
19.46,0.29,0.79
19.46,0.28,0.79
19.47,0.28,0.79
19.47,0.28,0.79
19.48,0.27,0.78
19.48,0.27,0.78
19.48,0.27,0.78
19.49,0.26,0.78
19.49,0.26,0.78
19.50,0.25,0.77
19.50,0.25,0.77
19.50,0.25,0.77
19.51,0.24,0.77
19.51,0.24,0.76
19.52,0.24,0.76
19.52,0.23,0.76
19.52,0.23,0.76
19.53,0.23,0.75
19.53,0.23,0.75
19.54,0.22,0.75
19.54,0.22,0.75
19.54,0.22,0.74
19.55,0.22,0.74
19.55,0.21,0.74
19.56,0.21,0.74
19.56,0.20,0.74
19.56,0.20,0.73
19.57,0.20,0.73
19.57,0.20,0.73
19.58,0.19,0.72
19.58,0.19,0.72
19.58,0.19,0.72
19.59,0.19,0.72
19.59,0.19,0.71
19.60,0.18,0.71
19.60,0.18,0.71
19.60,0.18,0.71
19.61,0.18,0.70
19.61,0.17,0.70
19.62,0.17,0.70
19.62,0.17,0.70
19.62,0.16,0.69
19.63,0.16,0.69
19.63,0.16,0.69
19.64,0.16,0.69
19.64,0.15,0.68
19.64,0.15,0.68
19.65,0.15,0.68
19.65,0.15,0.68
19.66,0.15,0.67
19.66,0.14,0.67
19.66,0.14,0.67
19.67,0.14,0.67
19.67,0.14,0.66
19.68,0.13,0.66
19.68,0.13,0.66
19.68,0.13,0.66
19.69,0.13,0.65
19.69,0.13,0.65
19.70,0.12,0.65
19.70,0.12,0.65
19.70,0.12,0.64
19.71,0.12,0.64
19.71,0.12,0.64
19.72,0.11,0.63
19.72,0.11,0.63
19.72,0.11,0.63
19.73,0.11,0.63
19.73,0.11,0.62
19.74,0.11,0.62
19.74,0.10,0.62
19.74,0.10,0.62
19.75,0.10,0.61
19.75,0.10,0.61
19.76,0.10,0.61
19.76,0.10,0.61
19.76,0.09,0.60
19.77,0.09,0.60
19.77,0.09,0.60
19.78,0.09,0.60
19.78,0.09,0.59
19.78,0.09,0.59
19.79,0.09,0.59
19.79,0.08,0.58
19.80,0.08,0.58
19.80,0.08,0.58
19.80,0.08,0.58
19.81,0.08,0.57
19.81,0.08,0.57
19.82,0.08,0.57
19.82,0.07,0.57
19.82,0.07,0.56
19.83,0.07,0.56
19.83,0.07,0.56
19.84,0.07,0.56
19.84,0.07,0.55
19.84,0.07,0.55
19.85,0.07,0.55
19.85,0.07,0.55
19.86,0.06,0.54
19.86,0.06,0.54
19.86,0.06,0.54
19.87,0.06,0.54
19.87,0.06,0.53
19.88,0.06,0.53
19.88,0.06,0.53
19.88,0.06,0.53
19.89,0.06,0.52
19.89,0.05,0.52
19.90,0.05,0.52
19.90,0.05,0.51
19.90,0.05,0.51
19.91,0.05,0.51
19.91,0.05,0.51
19.92,0.05,0.50
19.92,0.05,0.50
19.92,0.05,0.50
19.93,0.05,0.50
19.93,0.05,0.49
19.94,0.05,0.49
19.94,0.04,0.49
19.94,0.04,0.49
19.95,0.05,0.48
19.95,0.04,0.48
19.96,0.04,0.48
19.96,0.04,0.48
19.96,0.04,0.47
19.97,0.04,0.47
19.97,0.04,0.47
19.98,0.04,0.47
19.98,0.04,0.47
19.98,0.04,0.46
19.99,0.04,0.46
19.99,0.04,0.46
20.00,0.04,0.45
20.00,0.04,0.45
20.00,0.04,0.45
20.01,0.04,0.45
20.01,0.04,0.45
20.02,0.04,0.44
20.02,0.04,0.44
20.02,0.04,0.44
20.03,0.04,0.43
20.03,0.04,0.43
20.04,0.04,0.43
20.04,0.04,0.43
20.04,0.04,0.42
20.05,0.04,0.42
20.05,0.04,0.42
20.06,0.04,0.42
20.06,0.04,0.42
20.06,0.04,0.41
20.07,0.04,0.41
20.07,0.04,0.41
20.08,0.04,0.40
20.08,0.04,0.40
20.08,0.04,0.40
20.09,0.04,0.40
20.09,0.04,0.40
20.10,0.04,0.39
20.10,0.04,0.39
20.10,0.04,0.39
20.11,0.04,0.39
20.11,0.04,0.38
20.12,0.04,0.38
20.12,0.04,0.38
20.12,0.04,0.38
20.13,0.04,0.37
20.13,0.04,0.37
20.14,0.04,0.37
20.14,0.04,0.37
20.14,0.04,0.37
20.15,0.04,0.36
20.15,0.04,0.36
20.16,0.04,0.36
20.16,0.04,0.36
20.16,0.04,0.36
20.17,0.04,0.35
20.17,0.04,0.35
20.18,0.04,0.35
20.18,0.04,0.35
20.18,0.04,0.34
20.19,0.04,0.34
20.19,0.04,0.34
20.20,0.04,0.34
20.20,0.04,0.34
20.20,0.04,0.33
20.21,0.04,0.33
20.21,0.04,0.33
20.22,0.04,0.33
20.22,0.05,0.33
20.22,0.04,0.32
20.23,0.04,0.32
20.23,0.05,0.32
20.24,0.05,0.32
20.24,0.05,0.31
20.24,0.04,0.31
20.25,0.05,0.31
20.25,0.05,0.31
20.26,0.05,0.31
20.26,0.05,0.30
20.26,0.05,0.30
20.27,0.05,0.30
20.27,0.05,0.30
20.28,0.05,0.29
20.28,0.05,0.29
20.28,0.05,0.29
20.29,0.05,0.29
20.29,0.05,0.29
20.30,0.05,0.29
20.30,0.06,0.28
20.30,0.05,0.28
20.31,0.05,0.28
20.31,0.05,0.28
20.32,0.05,0.28
20.32,0.06,0.27
20.32,0.05,0.27
20.33,0.06,0.27
20.33,0.06,0.27
20.34,0.06,0.27
20.34,0.06,0.27
20.34,0.06,0.26
20.35,0.06,0.26
20.35,0.06,0.26
20.36,0.06,0.26
20.36,0.06,0.25
20.36,0.06,0.25
20.37,0.06,0.25
20.37,0.06,0.25
20.38,0.06,0.25
20.38,0.06,0.25
20.38,0.07,0.24
20.39,0.07,0.24
20.39,0.07,0.24
20.40,0.07,0.24
20.40,0.07,0.24
20.40,0.07,0.23
20.41,0.07,0.23
20.41,0.07,0.23
20.42,0.07,0.23
20.42,0.07,0.23
20.42,0.07,0.23
20.43,0.07,0.22
20.43,0.07,0.22
20.44,0.07,0.22
20.44,0.08,0.22
20.44,0.07,0.22
20.45,0.08,0.22
20.45,0.07,0.21
20.46,0.08,0.21
20.46,0.08,0.21
20.46,0.08,0.21
20.47,0.08,0.21
20.47,0.08,0.20
20.48,0.08,0.20
20.48,0.08,0.20
20.48,0.08,0.20
20.49,0.08,0.20
20.49,0.08,0.20
20.50,0.08,0.20
20.50,0.08,0.19
20.50,0.08,0.19
20.51,0.08,0.19
