# time (microsecs), P (dry), P (sat.)
12.51,-0.04,-0.02
12.51,-0.03,-0.02
12.52,-0.03,-0.02
12.52,-0.03,-0.02
12.52,-0.03,-0.02
12.53,-0.03,-0.02
12.53,-0.03,-0.02
12.54,-0.03,-0.02
12.54,-0.03,-0.02
12.54,-0.03,-0.02
12.55,-0.03,-0.02
12.55,-0.03,-0.02
12.56,-0.03,-0.02
12.56,-0.03,-0.02
12.56,-0.04,-0.02
12.57,-0.03,-0.02
12.57,-0.03,-0.02
12.58,-0.03,-0.02
12.58,-0.03,-0.02
12.58,-0.03,-0.02
12.59,-0.03,-0.02
12.59,-0.03,-0.02
12.60,-0.03,-0.02
12.60,-0.03,-0.02
12.60,-0.03,-0.02
12.61,-0.03,-0.02
12.61,-0.03,-0.02
12.62,-0.03,-0.02
12.62,-0.03,-0.02
12.62,-0.03,-0.02
12.63,-0.03,-0.02
12.63,-0.03,-0.02
12.64,-0.04,-0.02
12.64,-0.03,-0.02
12.64,-0.03,-0.02
12.65,-0.03,-0.02
12.65,-0.03,-0.02
12.66,-0.03,-0.02
12.66,-0.03,-0.02
12.66,-0.03,-0.02
12.67,-0.03,-0.02
12.67,-0.03,-0.02
12.68,-0.03,-0.02
12.68,-0.03,-0.02
12.68,-0.03,-0.02
12.69,-0.03,-0.02
12.69,-0.03,-0.02
12.70,-0.03,-0.02
12.70,-0.03,-0.02
12.70,-0.03,-0.02
12.71,-0.03,-0.02
12.71,-0.03,-0.02
12.72,-0.03,-0.02
12.72,-0.03,-0.02
12.72,-0.04,-0.02
12.73,-0.03,-0.02
12.73,-0.04,-0.02
12.74,-0.03,-0.02
12.74,-0.03,-0.02
12.74,-0.03,-0.02
12.75,-0.03,-0.02
12.75,-0.03,-0.02
12.76,-0.03,-0.02
12.76,-0.03,-0.02
12.76,-0.03,-0.02
12.77,-0.03,-0.02
12.77,-0.03,-0.02
12.78,-0.03,-0.02
12.78,-0.03,-0.02
12.78,-0.03,-0.02
12.79,-0.03,-0.02
12.79,-0.03,-0.02
12.80,-0.03,-0.02
12.80,-0.03,-0.02
12.80,-0.03,-0.02
12.81,-0.03,-0.02
12.81,-0.03,-0.02
12.82,-0.03,-0.02
12.82,-0.04,-0.02
12.82,-0.04,-0.02
12.83,-0.03,-0.02
12.83,-0.03,-0.02
12.84,-0.03,-0.02
12.84,-0.03,-0.02
12.84,-0.03,-0.02
12.85,-0.03,-0.02
12.85,-0.04,-0.02
12.86,-0.03,-0.02
12.86,-0.03,-0.02
12.86,-0.03,-0.02
12.87,-0.03,-0.02
12.87,-0.03,-0.02
12.88,-0.03,-0.02
12.88,-0.03,-0.02
12.88,-0.03,-0.02
12.89,-0.03,-0.02
12.89,-0.04,-0.02
12.90,-0.03,-0.02
12.90,-0.04,-0.02
12.90,-0.03,-0.02
12.91,-0.03,-0.02
12.91,-0.03,-0.02
12.92,-0.03,-0.02
12.92,-0.03,-0.02
12.92,-0.03,-0.02
12.93,-0.03,-0.02
12.93,-0.03,-0.02
12.94,-0.03,-0.02
12.94,-0.03,-0.02
12.94,-0.03,-0.02
12.95,-0.03,-0.02
12.95,-0.04,-0.02
12.96,-0.03,-0.02
12.96,-0.03,-0.02
12.96,-0.03,-0.02
12.97,-0.03,-0.02
12.97,-0.03,-0.02
12.98,-0.03,-0.02
12.98,-0.04,-0.02
12.98,-0.03,-0.02
12.99,-0.03,-0.02
12.99,-0.03,-0.02
13.00,-0.03,-0.02
13.00,-0.03,-0.02
13.00,-0.03,-0.02
13.01,-0.03,-0.02
13.01,-0.03,-0.02
13.02,-0.03,-0.02
13.02,-0.04,-0.02
13.02,-0.03,-0.02
13.03,-0.03,-0.02
13.03,-0.03,-0.02
13.04,-0.03,-0.02
13.04,-0.04,-0.02
13.04,-0.03,-0.02
13.05,-0.03,-0.02
13.05,-0.03,-0.02
13.06,-0.03,-0.02
13.06,-0.03,-0.02
13.06,-0.03,-0.02
13.07,-0.03,-0.02
13.07,-0.03,-0.02
13.08,-0.04,-0.02
13.08,-0.03,-0.02
13.08,-0.03,-0.02
13.09,-0.03,-0.02
13.09,-0.04,-0.02
13.10,-0.03,-0.02
13.10,-0.03,-0.02
13.10,-0.03,-0.02
13.11,-0.04,-0.02
13.11,-0.03,-0.02
13.12,-0.03,-0.02
13.12,-0.03,-0.02
13.12,-0.03,-0.02
13.13,-0.03,-0.02
13.13,-0.03,-0.02
13.14,-0.03,-0.02
13.14,-0.03,-0.02
13.14,-0.03,-0.02
13.15,-0.04,-0.02
13.15,-0.03,-0.02
13.16,-0.03,-0.02
13.16,-0.03,-0.02
13.16,-0.03,-0.02
13.17,-0.04,-0.02
13.17,-0.03,-0.02
13.18,-0.03,-0.02
13.18,-0.03,-0.02
13.18,-0.03,-0.02
13.19,-0.03,-0.02
13.19,-0.03,-0.02
13.20,-0.03,-0.02
13.20,-0.03,-0.02
13.20,-0.04,-0.02
13.21,-0.03,-0.02
13.21,-0.03,-0.02
13.22,-0.03,-0.02
13.22,-0.03,-0.02
13.22,-0.03,-0.02
13.23,-0.03,-0.02
13.23,-0.03,-0.02
13.24,-0.04,-0.02
13.24,-0.03,-0.02
13.24,-0.03,-0.02
13.25,-0.03,-0.02
13.25,-0.03,-0.02
13.26,-0.03,-0.02
13.26,-0.03,-0.02
13.26,-0.03,-0.02
13.27,-0.03,-0.02
13.27,-0.03,-0.02
13.28,-0.03,-0.02
13.28,-0.03,-0.02
13.28,-0.03,-0.02
13.29,-0.03,-0.02
13.29,-0.03,-0.02
13.30,-0.03,-0.02
13.30,-0.03,-0.02
13.30,-0.03,-0.02
13.31,-0.03,-0.02
13.31,-0.03,-0.02
13.32,-0.03,-0.02
13.32,-0.03,-0.02
13.32,-0.03,-0.02
13.33,-0.03,-0.02
13.33,-0.04,-0.02
13.34,-0.03,-0.02
13.34,-0.03,-0.02
13.34,-0.03,-0.02
13.35,-0.03,-0.02
13.35,-0.03,-0.02
13.36,-0.03,-0.02
13.36,-0.03,-0.02
13.36,-0.04,-0.02
13.37,-0.03,-0.02
13.37,-0.03,-0.02
13.38,-0.03,-0.02
13.38,-0.03,-0.02
13.38,-0.03,-0.02
13.39,-0.03,-0.02
13.39,-0.03,-0.02
13.40,-0.03,-0.02
13.40,-0.03,-0.02
13.40,-0.04,-0.02
13.41,-0.03,-0.02
13.41,-0.03,-0.02
13.42,-0.03,-0.02
13.42,-0.03,-0.02
13.42,-0.04,-0.02
13.43,-0.03,-0.02
13.43,-0.03,-0.02
13.44,-0.03,-0.02
13.44,-0.03,-0.02
13.44,-0.03,-0.02
13.45,-0.03,-0.02
13.45,-0.03,-0.02
13.46,-0.03,-0.02
13.46,-0.04,-0.02
13.46,-0.04,-0.02
13.47,-0.03,-0.02
13.47,-0.03,-0.02
13.48,-0.03,-0.02
13.48,-0.04,-0.02
13.48,-0.03,-0.02
13.49,-0.03,-0.02
13.49,-0.04,-0.02
13.50,-0.03,-0.02
13.50,-0.03,-0.02
13.50,-0.03,-0.02
13.51,-0.03,-0.02
13.51,-0.04,-0.02
13.52,-0.03,-0.02
13.52,-0.03,-0.02
13.52,-0.03,-0.02
13.53,-0.03,-0.02
13.53,-0.04,-0.02
13.54,-0.03,-0.02
13.54,-0.03,-0.03
13.54,-0.03,-0.03
13.55,-0.03,-0.03
13.55,-0.03,-0.03
13.56,-0.03,-0.02
13.56,-0.03,-0.02
13.56,-0.03,-0.02
13.57,-0.03,-0.02
13.57,-0.03,-0.02
13.58,-0.03,-0.02
13.58,-0.03,-0.02
13.58,-0.03,-0.03
13.59,-0.03,-0.03
13.59,-0.03,-0.03
13.60,-0.03,-0.03
13.60,-0.03,-0.02
13.60,-0.03,-0.03
13.61,-0.03,-0.03
13.61,-0.03,-0.03
13.62,-0.03,-0.03
13.62,-0.04,-0.03
13.62,-0.03,-0.03
13.63,-0.03,-0.03
13.63,-0.03,-0.03
13.64,-0.03,-0.03
13.64,-0.03,-0.02
13.64,-0.03,-0.03
13.65,-0.03,-0.03
13.65,-0.03,-0.03
13.66,-0.03,-0.03
13.66,-0.04,-0.03
13.66,-0.03,-0.03
13.67,-0.03,-0.03
13.67,-0.03,-0.03
13.68,-0.03,-0.03
13.68,-0.04,-0.03
13.68,-0.03,-0.03
13.69,-0.03,-0.03
13.69,-0.03,-0.03
13.70,-0.03,-0.03
13.70,-0.03,-0.03
13.70,-0.03,-0.03
13.71,-0.03,-0.03
13.71,-0.03,-0.03
13.72,-0.03,-0.03
13.72,-0.03,-0.03
13.72,-0.03,-0.03
13.73,-0.03,-0.03
13.73,-0.03,-0.03
13.74,-0.04,-0.03
13.74,-0.03,-0.03
13.74,-0.03,-0.03
13.75,-0.04,-0.03
13.75,-0.03,-0.03
13.76,-0.03,-0.03
13.76,-0.03,-0.03
13.76,-0.03,-0.03
13.77,-0.03,-0.03
13.77,-0.03,-0.03
13.78,-0.03,-0.03
13.78,-0.03,-0.03
13.78,-0.03,-0.03
13.79,-0.04,-0.03
13.79,-0.03,-0.03
13.80,-0.03,-0.03
13.80,-0.03,-0.03
13.80,-0.03,-0.03
13.81,-0.04,-0.03
13.81,-0.03,-0.03
13.82,-0.03,-0.03
13.82,-0.03,-0.03
13.82,-0.03,-0.03
13.83,-0.03,-0.03
13.83,-0.03,-0.03
13.84,-0.03,-0.03
13.84,-0.03,-0.03
13.84,-0.03,-0.03
13.85,-0.03,-0.03
13.85,-0.03,-0.03
13.86,-0.03,-0.03
13.86,-0.03,-0.03
13.86,-0.04,-0.03
13.87,-0.03,-0.03
13.87,-0.03,-0.03
13.88,-0.04,-0.03
13.88,-0.03,-0.03
13.88,-0.03,-0.03
13.89,-0.03,-0.03
13.89,-0.03,-0.03
13.90,-0.03,-0.03
13.90,-0.03,-0.03
13.90,-0.03,-0.03
13.91,-0.03,-0.03
13.91,-0.03,-0.03
13.92,-0.04,-0.03
13.92,-0.03,-0.03
13.92,-0.03,-0.03
13.93,-0.03,-0.03
13.93,-0.03,-0.03
13.94,-0.03,-0.03
13.94,-0.03,-0.03
13.94,-0.03,-0.03
13.95,-0.03,-0.03
13.95,-0.03,-0.03
13.96,-0.03,-0.03
13.96,-0.03,-0.04
13.96,-0.03,-0.03
13.97,-0.03,-0.03
13.97,-0.03,-0.03
13.98,-0.03,-0.03
13.98,-0.03,-0.03
13.98,-0.03,-0.04
13.99,-0.03,-0.04
13.99,-0.03,-0.04
14.00,-0.03,-0.04
14.00,-0.03,-0.04
14.00,-0.04,-0.04
14.01,-0.03,-0.04
14.01,-0.03,-0.04
14.02,-0.03,-0.04
14.02,-0.03,-0.04
14.02,-0.03,-0.04
14.03,-0.03,-0.04
14.03,-0.03,-0.04
14.04,-0.03,-0.04
14.04,-0.03,-0.04
14.04,-0.04,-0.04
14.05,-0.03,-0.04
14.05,-0.03,-0.04
14.06,-0.03,-0.04
14.06,-0.03,-0.04
14.06,-0.03,-0.04
14.07,-0.03,-0.04
14.07,-0.03,-0.04
14.08,-0.03,-0.04
14.08,-0.03,-0.04
14.08,-0.03,-0.04
14.09,-0.03,-0.04
14.09,-0.03,-0.04
14.10,-0.03,-0.04
14.10,-0.04,-0.04
14.10,-0.03,-0.04
14.11,-0.03,-0.04
14.11,-0.03,-0.04
14.12,-0.03,-0.04
14.12,-0.04,-0.04
14.12,-0.03,-0.04
14.13,-0.03,-0.04
14.13,-0.04,-0.04
14.14,-0.03,-0.04
14.14,-0.03,-0.04
14.14,-0.03,-0.04
14.15,-0.03,-0.04
14.15,-0.03,-0.04
14.16,-0.03,-0.04
14.16,-0.04,-0.04
14.16,-0.03,-0.05
14.17,-0.03,-0.05
14.17,-0.04,-0.05
14.18,-0.03,-0.05
14.18,-0.04,-0.05
14.18,-0.03,-0.05
14.19,-0.03,-0.05
14.19,-0.03,-0.05
14.20,-0.03,-0.05
14.20,-0.03,-0.05
14.20,-0.03,-0.05
14.21,-0.03,-0.05
14.21,-0.03,-0.05
14.22,-0.03,-0.05
14.22,-0.03,-0.05
14.22,-0.03,-0.05
14.23,-0.03,-0.05
14.23,-0.04,-0.05
14.24,-0.03,-0.05
14.24,-0.03,-0.06
14.24,-0.03,-0.06
14.25,-0.03,-0.06
14.25,-0.03,-0.06
14.26,-0.03,-0.06
14.26,-0.04,-0.06
14.26,-0.03,-0.06
14.27,-0.03,-0.06
14.27,-0.03,-0.06
14.28,-0.03,-0.06
14.28,-0.03,-0.06
14.28,-0.03,-0.06
14.29,-0.03,-0.06
14.29,-0.03,-0.06
14.30,-0.03,-0.06
14.30,-0.04,-0.06
14.30,-0.03,-0.06
14.31,-0.03,-0.06
14.31,-0.03,-0.06
14.32,-0.03,-0.06
14.32,-0.03,-0.06
14.32,-0.03,-0.06
14.33,-0.03,-0.06
14.33,-0.03,-0.07
14.34,-0.03,-0.07
14.34,-0.03,-0.07
14.34,-0.03,-0.07
14.35,-0.03,-0.07
14.35,-0.03,-0.07
14.36,-0.03,-0.07
14.36,-0.04,-0.07
14.36,-0.03,-0.07
14.37,-0.03,-0.07
14.37,-0.03,-0.07
14.38,-0.04,-0.07
14.38,-0.03,-0.07
14.38,-0.03,-0.07
14.39,-0.04,-0.07
14.39,-0.03,-0.08
14.40,-0.03,-0.08
14.40,-0.04,-0.08
14.40,-0.03,-0.08
14.41,-0.03,-0.08
14.41,-0.03,-0.08
14.42,-0.04,-0.08
14.42,-0.03,-0.08
14.42,-0.03,-0.08
14.43,-0.03,-0.08
14.43,-0.03,-0.08
14.44,-0.04,-0.08
14.44,-0.04,-0.08
14.44,-0.03,-0.08
14.45,-0.04,-0.09
14.45,-0.03,-0.09
14.46,-0.03,-0.09
14.46,-0.03,-0.09
14.46,-0.03,-0.09
14.47,-0.03,-0.09
14.47,-0.03,-0.09
14.48,-0.03,-0.09
14.48,-0.03,-0.09
14.48,-0.03,-0.09
14.49,-0.03,-0.09
14.49,-0.03,-0.09
14.50,-0.03,-0.09
14.50,-0.03,-0.09
14.50,-0.04,-0.10
14.51,-0.03,-0.10
14.51,-0.04,-0.10
14.52,-0.04,-0.10
14.52,-0.03,-0.10
14.52,-0.03,-0.10
14.53,-0.04,-0.10
14.53,-0.03,-0.10
14.54,-0.04,-0.10
14.54,-0.03,-0.10
14.54,-0.04,-0.10
14.55,-0.04,-0.11
14.55,-0.03,-0.11
14.56,-0.04,-0.11
14.56,-0.03,-0.11
14.56,-0.04,-0.11
14.57,-0.04,-0.11
14.57,-0.03,-0.11
14.58,-0.04,-0.11
14.58,-0.04,-0.11
14.58,-0.03,-0.11
14.59,-0.03,-0.11
14.59,-0.04,-0.11
14.60,-0.03,-0.11
14.60,-0.03,-0.11
14.60,-0.04,-0.12
14.61,-0.04,-0.12
14.61,-0.04,-0.12
14.62,-0.04,-0.12
14.62,-0.03,-0.12
14.62,-0.03,-0.12
14.63,-0.04,-0.12
14.63,-0.04,-0.12
14.64,-0.03,-0.13
14.64,-0.04,-0.13
14.64,-0.04,-0.13
14.65,-0.03,-0.13
14.65,-0.04,-0.13
14.66,-0.04,-0.13
14.66,-0.04,-0.13
14.66,-0.04,-0.13
14.67,-0.03,-0.13
14.67,-0.04,-0.13
14.68,-0.04,-0.13
14.68,-0.03,-0.13
14.68,-0.04,-0.14
14.69,-0.04,-0.14
14.69,-0.04,-0.14
14.70,-0.04,-0.14
14.70,-0.04,-0.14
14.70,-0.04,-0.14
14.71,-0.04,-0.14
14.71,-0.04,-0.15
14.72,-0.04,-0.15
14.72,-0.04,-0.15
14.72,-0.04,-0.15
14.73,-0.04,-0.15
14.73,-0.04,-0.15
14.74,-0.04,-0.15
14.74,-0.04,-0.15
14.74,-0.04,-0.15
14.75,-0.04,-0.16
14.75,-0.04,-0.16
14.76,-0.04,-0.16
14.76,-0.04,-0.16
14.76,-0.04,-0.16
14.77,-0.04,-0.16
14.77,-0.04,-0.16
14.78,-0.04,-0.17
14.78,-0.04,-0.17
14.78,-0.04,-0.17
14.79,-0.04,-0.17
14.79,-0.04,-0.17
14.80,-0.04,-0.17
14.80,-0.04,-0.17
14.80,-0.04,-0.18
14.81,-0.04,-0.18
14.81,-0.04,-0.18
14.82,-0.04,-0.18
14.82,-0.04,-0.18
14.82,-0.04,-0.18
14.83,-0.04,-0.18
14.83,-0.04,-0.18
14.84,-0.04,-0.18
14.84,-0.04,-0.19
14.84,-0.04,-0.19
14.85,-0.04,-0.19
14.85,-0.04,-0.19
14.86,-0.04,-0.19
14.86,-0.04,-0.20
14.86,-0.04,-0.20
14.87,-0.04,-0.20
14.87,-0.04,-0.20
14.88,-0.04,-0.20
14.88,-0.04,-0.20
14.88,-0.04,-0.20
14.89,-0.04,-0.20
14.89,-0.04,-0.21
14.90,-0.04,-0.21
14.90,-0.04,-0.21
14.90,-0.04,-0.21
14.91,-0.04,-0.21
14.91,-0.04,-0.21
14.92,-0.04,-0.22
14.92,-0.04,-0.22
14.92,-0.04,-0.22
14.93,-0.04,-0.22
14.93,-0.04,-0.22
14.94,-0.04,-0.22
14.94,-0.04,-0.22
14.94,-0.04,-0.23
14.95,-0.04,-0.23
14.95,-0.04,-0.23
14.96,-0.04,-0.23
14.96,-0.04,-0.23
14.96,-0.04,-0.23
14.97,-0.04,-0.24
14.97,-0.04,-0.24
14.98,-0.04,-0.24
14.98,-0.04,-0.24
14.98,-0.04,-0.24
14.99,-0.05,-0.25
14.99,-0.04,-0.25
15.00,-0.05,-0.25
15.00,-0.04,-0.25
15.00,-0.05,-0.25
15.01,-0.05,-0.25
15.01,-0.05,-0.26
15.02,-0.05,-0.26
15.02,-0.05,-0.26
15.02,-0.05,-0.26
15.03,-0.05,-0.26
15.03,-0.05,-0.26
15.04,-0.05,-0.27
15.04,-0.05,-0.27
15.04,-0.05,-0.27
15.05,-0.05,-0.27
15.05,-0.05,-0.27
15.06,-0.05,-0.28
15.06,-0.05,-0.28
15.06,-0.05,-0.28
15.07,-0.05,-0.28
15.07,-0.05,-0.28
15.08,-0.05,-0.29
15.08,-0.05,-0.29
15.08,-0.05,-0.29
15.09,-0.05,-0.29
15.09,-0.06,-0.29
15.10,-0.05,-0.30
15.10,-0.05,-0.30
15.10,-0.06,-0.30
15.11,-0.06,-0.30
15.11,-0.05,-0.30
15.12,-0.05,-0.31
15.12,-0.06,-0.31
15.12,-0.06,-0.31
15.13,-0.06,-0.31
15.13,-0.06,-0.31
15.14,-0.06,-0.32
15.14,-0.06,-0.32
15.14,-0.06,-0.32
15.15,-0.06,-0.32
15.15,-0.06,-0.32
15.16,-0.06,-0.33
15.16,-0.06,-0.33
15.16,-0.06,-0.33
15.17,-0.06,-0.33
15.17,-0.06,-0.33
15.18,-0.06,-0.34
15.18,-0.06,-0.34
15.18,-0.07,-0.34
15.19,-0.06,-0.34
15.19,-0.06,-0.35
15.20,-0.07,-0.35
15.20,-0.07,-0.35
15.20,-0.07,-0.35
15.21,-0.07,-0.35
15.21,-0.07,-0.36
15.22,-0.07,-0.36
15.22,-0.07,-0.36
15.22,-0.07,-0.36
15.23,-0.07,-0.37
15.23,-0.07,-0.37
15.24,-0.07,-0.37
15.24,-0.07,-0.37
15.24,-0.07,-0.37
15.25,-0.07,-0.38
15.25,-0.07,-0.38
15.26,-0.07,-0.38
15.26,-0.07,-0.38
15.26,-0.07,-0.39
15.27,-0.07,-0.39
15.27,-0.07,-0.39
15.28,-0.07,-0.39
15.28,-0.07,-0.40
15.28,-0.08,-0.40
15.29,-0.07,-0.40
15.29,-0.08,-0.40
15.30,-0.08,-0.40
15.30,-0.08,-0.40
15.30,-0.07,-0.41
15.31,-0.08,-0.41
15.31,-0.08,-0.41
15.32,-0.08,-0.41
15.32,-0.08,-0.41
15.32,-0.08,-0.42
15.33,-0.08,-0.42
15.33,-0.08,-0.42
15.34,-0.08,-0.43
15.34,-0.08,-0.43
15.34,-0.08,-0.43
15.35,-0.09,-0.43
15.35,-0.08,-0.44
15.36,-0.09,-0.44
15.36,-0.09,-0.44
15.36,-0.09,-0.44
15.37,-0.08,-0.44
15.37,-0.09,-0.45
15.38,-0.09,-0.45
15.38,-0.09,-0.45
15.38,-0.09,-0.46
15.39,-0.09,-0.46
15.39,-0.09,-0.46
15.40,-0.10,-0.46
15.40,-0.10,-0.47
15.40,-0.10,-0.47
15.41,-0.10,-0.47
15.41,-0.10,-0.47
15.42,-0.10,-0.48
15.42,-0.10,-0.48
15.42,-0.10,-0.48
15.43,-0.10,-0.48
15.43,-0.10,-0.49
15.44,-0.11,-0.49
15.44,-0.11,-0.49
15.44,-0.10,-0.49
15.45,-0.11,-0.50
15.45,-0.11,-0.50
15.46,-0.11,-0.50
15.46,-0.11,-0.50
15.46,-0.11,-0.51
15.47,-0.11,-0.51
15.47,-0.11,-0.51
15.48,-0.11,-0.51
15.48,-0.12,-0.52
15.48,-0.12,-0.52
15.49,-0.12,-0.52
15.49,-0.12,-0.52
15.50,-0.12,-0.52
15.50,-0.12,-0.53
15.50,-0.12,-0.53
15.51,-0.12,-0.53
15.51,-0.12,-0.54
15.52,-0.12,-0.54
15.52,-0.13,-0.54
15.52,-0.13,-0.55
15.53,-0.13,-0.55
15.53,-0.13,-0.55
15.54,-0.13,-0.55
15.54,-0.14,-0.56
15.54,-0.13,-0.56
15.55,-0.14,-0.56
15.55,-0.14,-0.56
15.56,-0.14,-0.57
15.56,-0.14,-0.57
15.56,-0.14,-0.57
15.57,-0.15,-0.57
15.57,-0.14,-0.58
15.58,-0.15,-0.58
15.58,-0.15,-0.58
15.58,-0.15,-0.58
15.59,-0.15,-0.59
15.59,-0.15,-0.59
15.60,-0.15,-0.59
15.60,-0.16,-0.60
15.60,-0.16,-0.60
15.61,-0.16,-0.60
15.61,-0.16,-0.60
15.62,-0.16,-0.61
15.62,-0.16,-0.61
15.62,-0.16,-0.61
15.63,-0.17,-0.61
15.63,-0.17,-0.62
15.64,-0.17,-0.62
15.64,-0.17,-0.62
15.64,-0.17,-0.62
15.65,-0.17,-0.63
15.65,-0.18,-0.63
15.66,-0.18,-0.63
15.66,-0.18,-0.63
15.66,-0.18,-0.64
15.67,-0.19,-0.64
15.67,-0.18,-0.64
15.68,-0.19,-0.64
15.68,-0.19,-0.65
15.68,-0.19,-0.65
15.69,-0.19,-0.65
15.69,-0.19,-0.66
15.70,-0.19,-0.66
15.70,-0.19,-0.66
15.70,-0.19,-0.66
15.71,-0.20,-0.67
15.71,-0.20,-0.67
15.72,-0.20,-0.67
15.72,-0.20,-0.67
15.72,-0.20,-0.68
15.73,-0.21,-0.68
15.73,-0.21,-0.68
15.74,-0.21,-0.69
15.74,-0.21,-0.69
15.74,-0.22,-0.69
15.75,-0.22,-0.69
15.75,-0.22,-0.70
15.76,-0.22,-0.70
15.76,-0.22,-0.70
15.76,-0.22,-0.70
15.77,-0.23,-0.71
15.77,-0.23,-0.71
15.78,-0.23,-0.71
15.78,-0.23,-0.71
15.78,-0.23,-0.72
15.79,-0.24,-0.72
15.79,-0.23,-0.72
15.80,-0.24,-0.72
15.80,-0.24,-0.73
15.80,-0.24,-0.73
15.81,-0.25,-0.73
15.81,-0.25,-0.73
15.82,-0.25,-0.74
15.82,-0.25,-0.74
15.82,-0.26,-0.74
15.83,-0.26,-0.74
15.83,-0.26,-0.75
15.84,-0.26,-0.75
15.84,-0.26,-0.75
15.84,-0.26,-0.76
15.85,-0.26,-0.76
15.85,-0.26,-0.76
15.86,-0.27,-0.76
15.86,-0.27,-0.76
15.86,-0.27,-0.77
15.87,-0.27,-0.77
15.87,-0.28,-0.77
15.88,-0.28,-0.77
15.88,-0.28,-0.78
15.88,-0.28,-0.78
15.89,-0.29,-0.78
15.89,-0.29,-0.78
15.90,-0.29,-0.79
15.90,-0.30,-0.79
15.90,-0.30,-0.79
15.91,-0.30,-0.79
15.91,-0.30,-0.80
15.92,-0.30,-0.80
15.92,-0.30,-0.80
15.92,-0.31,-0.80
15.93,-0.31,-0.81
15.93,-0.31,-0.81
15.94,-0.31,-0.81
15.94,-0.32,-0.81
15.94,-0.32,-0.81
15.95,-0.32,-0.82
15.95,-0.33,-0.82
15.96,-0.33,-0.82
15.96,-0.33,-0.82
15.96,-0.33,-0.83
15.97,-0.33,-0.83
15.97,-0.34,-0.83
15.98,-0.34,-0.83
15.98,-0.35,-0.84
15.98,-0.35,-0.84
15.99,-0.35,-0.84
15.99,-0.35,-0.84
16.00,-0.35,-0.84
16.00,-0.36,-0.84
16.00,-0.36,-0.85
16.01,-0.36,-0.85
16.01,-0.36,-0.85
16.02,-0.37,-0.85
16.02,-0.37,-0.85
16.02,-0.37,-0.86
16.03,-0.38,-0.86
16.03,-0.38,-0.86
16.04,-0.38,-0.86
16.04,-0.38,-0.86
16.04,-0.39,-0.87
16.05,-0.39,-0.87
16.05,-0.39,-0.87
16.06,-0.40,-0.87
16.06,-0.40,-0.88
16.06,-0.40,-0.88
16.07,-0.41,-0.88
16.07,-0.40,-0.88
16.08,-0.41,-0.88
16.08,-0.41,-0.89
16.08,-0.41,-0.89
16.09,-0.41,-0.89
16.09,-0.42,-0.89
16.10,-0.42,-0.89
16.10,-0.42,-0.89
16.10,-0.42,-0.90
16.11,-0.43,-0.90
16.11,-0.43,-0.90
